P,16777151,-9.418634,179.906098,-9.420668,179.905284,-9.400486,179.904063,-9.386814,179.898611,-9.387953,179.901215,-9.399347,179.906749,-9.418634,179.906098
P,16777151,-9.360772,179.878429,-9.36297,179.876964,-9.350193,179.871755,-9.344334,179.867442,-9.343194,179.867849,-9.346856,179.873302,-9.360772,179.878429
P,16777151,-8.529962,179.209727,-8.542087,179.191254,-8.529555,179.200043,-8.518976,179.204112,-8.509698,179.202322,-8.497817,179.19809,-8.481541,179.19752,-8.460626,179.199392,-8.474054,179.206391,-8.498468,179.207205,-8.511326,179.215505,-8.520603,179.21754,-8.529962,179.209727
P,16777151,-8.026544,178.390636,-8.070001,178.380544,-8.069024,178.373302,-8.056085,178.375499,-8.039239,178.383149,-8.026544,178.390636
P,16777151,-7.493829,178.694102,-7.49863,178.691417,-7.491469,178.682791,-7.463637,178.667979,-7.454034,178.665212,-7.474379,178.688324,-7.475356,178.691091,-7.483982,178.69337,-7.493829,178.694102
P,16777151,-7.199151,177.153331,-7.200291,177.152599,-7.197361,177.152599,-7.195082,177.152354,-7.190362,177.150401,-7.188165,177.150076,-7.195001,177.153005,-7.199151,177.153331
P,16777151,-6.295099,176.322439,-6.302341,176.314301,-6.289239,176.319184,-6.288832,176.322927,-6.295099,176.322439
P,16777151,-6.118748,177.356293,-6.121026,177.344086,-6.114516,177.339854,-6.111017,177.338145,-6.108168,177.337169,-6.110528,177.348806,-6.114516,177.356619,-6.118748,177.356293
P,16777151,-5.687188,176.140391,-5.70672,176.148448,-5.692804,176.135265,-5.679132,176.125255,-5.677504,176.129893,-5.687188,176.140391
