P,16777151,12.044094,-61.631581,12.02204,-61.674428,12.029486,-61.674428,12.025377,-61.682973,12.019761,-61.689361,12.012274,-61.69343,12.002834,-61.694936,12.004543,-61.704254,12.00727,-61.713246,12.011054,-61.72175,12.015815,-61.729644,12.006903,-61.73998,12.003404,-61.756947,12.00434,-61.775543,12.008368,-61.790517,12.03026,-61.755849,12.036322,-61.749501,12.05093,-61.745961,12.062649,-61.74885,12.074164,-61.753774,12.087836,-61.756418,12.110093,-61.751047,12.149319,-61.730295,12.166653,-61.729644,12.23607,-61.671457,12.239732,-61.650502,12.236721,-61.627675,12.223375,-61.606028,12.220282,-61.606679,12.214423,-61.612945,12.197455,-61.604563,12.182929,-61.602773,12.133775,-61.606313,12.126776,-61.608713,12.119859,-61.613108,12.10456,-61.619781,12.096747,-61.619456,12.08039,-61.61384,12.077297,-61.616363,12.074937,-61.621571,12.069037,-61.624501,12.061225,-61.625722,12.053046,-61.626047,12.044094,-61.631581
P,16777151,12.495185,-61.423329,12.475409,-61.427398,12.454657,-61.428049,12.459784,-61.445668,12.455146,-61.462554,12.446723,-61.479237,12.440375,-61.496246,12.446479,-61.492787,12.462226,-61.486073,12.468329,-61.482655,12.468817,-61.485748,12.468329,-61.496246,12.472317,-61.494781,12.482001,-61.488881,12.475572,-61.467275,12.492825,-61.454335,12.516547,-61.443471,12.529731,-61.428049,12.513373,-61.42162,12.495185,-61.423329
