P,16777151,12.587836,-61.432729,12.58515,-61.443227,12.586086,-61.455922,12.591457,-61.459828,12.596584,-61.455678,12.600775,-61.454661,12.604438,-61.456776,12.607082,-61.455556,12.609931,-61.448313,12.607896,-61.441396,12.600491,-61.429351,12.591864,-61.426625,12.587836,-61.432729
P,16777151,12.69359,-61.333892,12.693061,-61.344106,12.696479,-61.353098,12.69953,-61.350657,12.701972,-61.339263,12.708564,-61.333974,12.717434,-61.335846,12.7272,-61.335357,12.73314,-61.326324,12.733791,-61.319407,12.730048,-61.316314,12.720893,-61.314361,12.713935,-61.319692,12.708197,-61.32551,12.699449,-61.328359,12.69359,-61.333892
P,16777151,12.856391,-61.187611,12.855862,-61.190826,12.868232,-61.191762,12.88349,-61.183176,12.881781,-61.174957,12.862006,-61.183583,12.856391,-61.187611
P,16777151,12.99315,-61.22643,12.982245,-61.242421,12.982245,-61.234975,12.974799,-61.242421,12.982123,-61.247548,12.986721,-61.255483,12.988715,-61.265614,12.988471,-61.277211,12.995917,-61.277211,12.99136,-61.262318,12.995795,-61.239613,13.003852,-61.239573,13.011217,-61.246205,13.016343,-61.249257,13.024237,-61.240956,13.041815,-61.213124,13.051174,-61.201487,13.047309,-61.200063,13.043687,-61.199615,13.040229,-61.198232,13.036851,-61.194,13.023261,-61.208323,12.99315,-61.22643
P,16777151,13.146064,-61.167348,13.132514,-61.185211,13.144192,-61.210194,13.18651,-61.271352,13.215888,-61.279368,13.249905,-61.276682,13.276435,-61.262929,13.280219,-61.265533,13.290107,-61.270375,13.294379,-61.243398,13.316962,-61.231842,13.345771,-61.224965,13.368883,-61.212026,13.377021,-61.199127,13.380439,-61.187123,13.380764,-61.176381,13.376776,-61.151235,13.374091,-61.144032,13.367377,-61.140045,13.352769,-61.133778,13.308254,-61.123931,13.246975,-61.12442,13.186916,-61.13801,13.146064,-61.167348
