P,16777151,-40.386407,-9.895375,-40.397882,-9.92516,-40.382745,-9.965077,-40.338637,-10.039377,-40.331801,-10.039377,-40.313735,-10.030019,-40.307224,-10.022206,-40.304457,-10.008656,-40.301853,-9.962758,-40.304457,-9.949941,-40.31227,-9.943105,-40.339044,-9.932362,-40.34881,-9.926381,-40.36419,-9.906361,-40.372166,-9.900014,-40.386407,-9.895375
P,16777151,-37.149021,-12.263783,-37.149184,-12.276601,-37.125584,-12.304107,-37.104262,-12.335317,-37.094659,-12.325592,-37.070082,-12.307362,-37.059177,-12.29662,-37.055759,-12.2919,-37.059177,-12.244985,-37.068129,-12.227935,-37.080011,-12.213124,-37.090509,-12.191274,-37.098565,-12.195709,-37.104099,-12.200307,-37.108005,-12.205474,-37.111017,-12.211741,-37.137872,-12.244781,-37.149021,-12.263783
P,16777151,-15.902114,-5.666656,-15.919529,-5.657704,-15.934503,-5.651967,-15.948907,-5.65038,-15.963556,-5.653554,-15.979587,-5.66275,-15.988214,-5.67394,-15.994806,-5.68692,-16.005141,-5.701975,-15.999444,-5.704335,-15.996352,-5.707753,-15.994317,-5.711659,-15.990899,-5.715647,-16.004815,-5.729888,-16.013849,-5.74649,-16.01572,-5.763743,-16.008233,-5.780181,-15.995294,-5.78954,-15.98447,-5.78718,-15.973403,-5.780385,-15.960138,-5.776519,-15.945245,-5.770131,-15.929946,-5.755116,-15.917169,-5.73705,-15.908949,-5.721832,-15.906996,-5.709584,-15.907322,-5.679677,-15.902114,-5.666656
P,16777151,-7.885349,-14.373647,-7.889337,-14.369985,-7.889337,-14.364573,-7.884698,-14.356272,-7.899835,-14.347401,-7.927504,-14.310414,-7.945489,-14.294789,-7.952081,-14.305247,-7.962335,-14.328481,-7.969985,-14.339467,-7.974705,-14.350331,-7.976007,-14.378529,-7.979669,-14.391021,-7.973891,-14.406402,-7.963067,-14.411,-7.950372,-14.412262,-7.939223,-14.417714,-7.924086,-14.406606,-7.889337,-14.390614,-7.877862,-14.376698,-7.885349,-14.373647
