P,16777151,49.417873,-2.364654,49.411566,-2.373525,49.412746,-2.378082,49.419176,-2.374827,49.424262,-2.373118,49.430406,-2.375885,49.435452,-2.375478,49.438056,-2.372629,49.442084,-2.369862,49.445746,-2.366119,49.446845,-2.363759,49.440375,-2.356353,49.427802,-2.3544,49.417873,-2.364654
P,16777151,49.474595,-2.445221,49.462144,-2.453359,49.466132,-2.454498,49.475043,-2.455068,49.481879,-2.453684,49.483954,-2.447825,49.474595,-2.445221
P,16777151,49.430894,-2.541982,49.426703,-2.552073,49.427191,-2.558705,49.429511,-2.564849,49.430894,-2.57311,49.430894,-2.669342,49.433498,-2.673451,49.438788,-2.670766,49.443793,-2.662953,49.445217,-2.651845,49.459418,-2.656565,49.46369,-2.650258,49.463853,-2.637929,49.465725,-2.624623,49.493598,-2.58023,49.499335,-2.55956,49.509833,-2.538197,49.51553,-2.518219,49.506659,-2.501698,49.497992,-2.505767,49.479967,-2.522125,49.458482,-2.526723,49.442857,-2.532948,49.43891,-2.532786,49.436225,-2.534088,49.430894,-2.541982
P,16777151,49.705715,-2.200836,49.70303,-2.216868,49.707831,-2.226226,49.718695,-2.218495,49.724107,-2.204701,49.724799,-2.194814,49.730902,-2.178619,49.731391,-2.174469,49.728746,-2.170318,49.723212,-2.170318,49.710639,-2.187896,49.705715,-2.200836
