P,16777151,44.938951,50.659516,44.935614,50.677989,44.940619,50.692638,44.948188,50.701996,44.954413,50.708018,44.953803,50.713715,44.946723,50.716563,44.941636,50.720714,44.940619,50.728038,44.929918,50.73463,44.90766,50.73699,44.895901,50.736827,44.886135,50.743663,44.870551,50.757823,44.864936,50.760753,44.868354,50.739513,44.865912,50.726329,44.859931,50.712738,44.857856,50.697765,44.864203,50.693614,44.874498,50.701915,44.880561,50.701915,44.883124,50.691905,44.889146,50.688731,44.899075,50.693207,44.911689,50.686534,44.933295,50.640798,44.951077,50.626231,44.967027,50.62794,44.967434,50.635753,44.952948,50.643321,44.938951,50.659516
P,16777151,44.930854,50.029959,44.924465,50.042817,44.929104,50.058279,44.903998,50.058442,44.879869,50.062022,44.861762,50.073416,44.854641,50.09669,44.851752,50.107595,44.845771,50.116384,44.840644,50.126475,44.840277,50.141368,44.858385,50.174001,44.861477,50.18922,44.830146,50.170258,44.817857,50.143077,44.82038,50.111501,44.833482,50.079356,44.844143,50.063975,44.853095,50.059337,44.864325,50.057953,44.881293,50.052013,44.894924,50.04184,44.922309,50.004161,44.946763,49.986095,44.968004,49.986176,45.057522,50.04184,45.065619,50.052013,45.071479,50.067638,45.079901,50.113455,45.062486,50.112153,45.038764,50.053559,45.014716,50.038422,45.000881,50.035167,44.975775,50.021007,44.96015,50.017833,44.944037,50.021169,44.930854,50.029959
P,16777151,45.084906,50.348399,45.073065,50.353689,45.052314,50.344412,45.042914,50.337738,45.038967,50.329763,45.033108,50.326345,44.994574,50.333181,44.973212,50.324555,44.959418,50.304454,44.955512,50.281505,44.963813,50.264415,44.985989,50.256602,45.009914,50.260265,45.033881,50.267751,45.056342,50.271739,45.071519,50.27711,45.078355,50.28891,45.080064,50.300629,45.079901,50.305919,45.080552,50.310883,45.079901,50.329763,45.082424,50.338145,45.086005,50.343923,45.084906,50.348399
P,16777151,45.405219,52.702485,45.396959,52.677094,45.410224,52.62794,45.432807,52.588552,45.456529,52.56129,45.478339,52.552013,45.493557,52.566254,45.502102,52.582774,45.508979,52.593516,45.516791,52.597911,45.523505,52.594981,45.527493,52.599946,45.525621,52.635509,45.521389,52.65504,45.503852,52.673025,45.475002,52.687348,45.459703,52.692882,45.441474,52.699067,45.425482,52.702647,45.405219,52.702485
P,16777151,46.217515,49.821544,46.210517,49.804698,46.224189,49.781912,46.247789,49.766938,46.338121,49.720958,46.356757,49.719981,46.357489,49.750011,46.339057,49.792166,46.326483,49.811697,46.313951,49.822439,46.285875,49.83839,46.262844,49.841319,46.217515,49.821544
