P,16777151,2.687339,-78.204891,2.678285,-78.187677,2.685516,-78.165919,2.673748,-78.145086,2.655422,-78.139516,2.646186,-78.131703,2.633694,-78.128977,2.627265,-78.131418,2.622463,-78.129994,2.593817,-78.106557,2.57217,-78.097279,2.540025,-78.096181,2.512519,-78.107289,2.504381,-78.134429,2.518134,-78.157582,2.545396,-78.18456,2.575344,-78.207021,2.596869,-78.21642,2.610745,-78.213287,2.616848,-78.206451,2.621527,-78.199696,2.632144,-78.194966,2.643003,-78.202208,2.67015,-78.216696,2.681914,-78.214868,2.687339,-78.204891
P,16777151,2.578599,-77.80842,2.577338,-77.839915,2.584418,-77.86974,2.593817,-77.888051,2.600002,-77.880686,2.607408,-77.888051,2.627183,-77.867177,2.639838,-77.867502,2.64643,-77.880727,2.648383,-77.89859,2.658677,-77.914052,2.679755,-77.920237,2.697211,-77.916371,2.696234,-77.902333,2.687445,-77.88801,2.638129,-77.850494,2.62637,-77.835317,2.607082,-77.801625,2.593817,-77.785024,2.578599,-77.80842
P,16777151,2.714301,-77.871327,2.709866,-77.860097,2.716132,-77.857493,2.719062,-77.854563,2.720893,-77.851064,2.724107,-77.847076,2.696234,-77.819203,2.688463,-77.815256,2.66942,-77.810536,2.662055,-77.806142,2.632554,-77.76769,2.617987,-77.75414,2.603095,-77.759104,2.60102,-77.775868,2.613959,-77.801747,2.648383,-77.847076,2.68476,-77.874582,2.696234,-77.880686,2.707994,-77.883901,2.719631,-77.885121,2.724595,-77.882558,2.716702,-77.87442,2.714301,-77.871327
P,16777151,2.933617,-78.193223,2.929889,-78.208155,2.933617,-78.220289,2.943868,-78.22029,2.945731,-78.204423,2.960621,-78.199724,2.980156,-78.195028,2.990373,-78.186612,3.002496,-78.172643,3.001596,-78.16427,2.987617,-78.16613,2.973649,-78.166131,2.959704,-78.167091,2.942935,-78.182026,2.933617,-78.193223
P,16777151,3.991523,-81.582265,3.978176,-81.578725,3.97602,-81.580312,3.974595,-81.584869,3.970282,-81.589019,3.970771,-81.594228,3.960191,-81.606313,3.95897,-81.611724,3.96133,-81.615305,3.963813,-81.616322,3.969184,-81.614654,3.974921,-81.609853,3.976874,-81.604115,3.97956,-81.602406,3.988349,-81.60143,3.991197,-81.596181,3.990465,-81.590566,3.992377,-81.585194,3.991523,-81.582265
P,16777151,4.265326,-77.353017,4.255032,-77.332428,4.257554,-77.311635,4.262356,-77.291168,4.25849,-77.271718,4.229438,-77.290028,4.217597,-77.302968,4.222724,-77.315663,4.244818,-77.33316,4.235541,-77.357777,4.231635,-77.381581,4.232123,-77.434071,4.236396,-77.453765,4.237372,-77.466298,4.234442,-77.481679,4.227362,-77.490549,4.218573,-77.496816,4.210639,-77.504506,4.199408,-77.541331,4.196357,-77.545481,4.204779,-77.54955,4.218655,-77.549143,4.231635,-77.54426,4.237372,-77.534901,4.241685,-77.521596,4.260972,-77.499664,4.265326,-77.487131,4.263739,-77.473785,4.258287,-77.449534,4.25849,-77.435618,4.266547,-77.440297,4.277004,-77.455474,4.285793,-77.46288,4.285793,-77.428131,4.291693,-77.452016,4.301256,-77.449371,4.311835,-77.432932,4.320502,-77.41511,4.322333,-77.420562,4.324368,-77.423899,4.326158,-77.427887,4.327338,-77.435618,4.331529,-77.434316,4.334418,-77.432973,4.34101,-77.428131,4.327338,-77.401479,4.314643,-77.386138,4.300442,-77.375396,4.284125,-77.367299,4.265326,-77.353017
P,16777151,10.350646,-75.53532,10.339267,-75.546263,10.340543,-75.555915,10.343719,-75.567498,10.338658,-75.575861,10.325996,-75.578433,10.319033,-75.58229,10.319044,-75.590661,10.331077,-75.594526,10.347537,-75.595813,10.360198,-75.592595,10.367792,-75.586801,10.377872,-75.57583,10.372799,-75.568108,10.367758,-75.555904,10.362673,-75.537888,10.350646,-75.53532
