P,16777151,-13.938165,-171.570017,-13.949395,-171.56428,-13.944757,-171.51948,-13.969415,-171.46935,-14.006117,-171.437693,-14.03753,-171.448191,-14.041436,-171.445302,-14.051853,-171.440745,-14.05283,-171.466176,-14.045668,-171.536936,-14.049493,-171.579213,-14.047784,-171.598826,-14.03753,-171.619496,-14.046157,-171.635813,-14.04518,-171.652415,-14.03753,-171.684031,-14.038995,-171.700144,-14.051853,-171.742991,-14.051528,-171.753285,-14.048761,-171.762034,-14.043227,-171.768056,-14.034845,-171.770334,-14.0263,-171.774526,-14.022231,-171.784373,-14.017755,-171.804433,-14.008477,-171.822214,-14.003188,-171.837961,-14.001886,-171.854075,-14.007013,-171.893503,-14.006443,-171.911122,-14.001153,-171.926625,-13.990411,-171.940989,-13.958103,-171.961903,-13.946222,-171.972401,-13.949395,-171.982004,-13.949395,-171.98884,-13.924981,-172.006296,-13.917901,-172.018015,-13.915216,-172.040639,-13.906183,-172.061025,-13.885024,-172.063669,-13.861912,-172.055613,-13.846368,-172.044057,-13.818536,-171.965199,-13.805352,-171.880198,-13.807387,-171.834543,-13.816502,-171.792307,-13.87127,-171.650217,-13.876153,-171.606923,-13.883884,-171.585154,-13.896742,-171.567576,-13.915216,-171.557444,-13.925388,-171.559071,-13.93141,-171.565745,-13.938165,-171.570017
P,16777151,-13.493585,-172.280507,-13.558364,-172.222768,-13.562595,-172.221873,-13.573907,-172.223582,-13.578302,-172.222768,-13.582778,-172.217519,-13.58766,-172.205312,-13.592543,-172.201039,-13.603123,-172.197581,-13.613865,-172.195668,-13.636895,-172.194895,-13.65602,-172.190256,-13.667657,-172.181386,-13.680271,-172.175649,-13.702407,-172.180613,-13.71795,-172.190663,-13.730157,-172.202138,-13.744561,-172.211497,-13.767673,-172.215321,-13.790623,-172.212351,-13.800958,-172.212961,-13.805352,-172.219065,-13.805108,-172.242787,-13.802911,-172.253245,-13.798028,-172.263783,-13.784845,-172.27953,-13.774998,-172.287709,-13.769789,-172.297556,-13.771254,-172.31843,-13.788995,-172.368642,-13.805352,-172.523183,-13.798598,-172.532908,-13.785252,-172.543162,-13.77752,-172.551137,-13.768813,-172.567372,-13.762791,-172.575144,-13.754002,-172.578481,-13.744806,-172.580556,-13.724786,-172.589955,-13.71266,-172.592112,-13.700616,-172.597117,-13.693048,-172.608957,-13.687758,-172.622548,-13.681899,-172.633046,-13.649184,-172.65453,-13.633884,-172.66747,-13.624119,-172.693349,-13.616632,-172.703481,-13.602797,-172.718739,-13.597833,-172.721873,-13.587335,-172.723012,-13.581964,-172.725575,-13.578871,-172.731272,-13.580011,-172.744496,-13.578302,-172.749745,-13.565037,-172.761179,-13.542087,-172.776479,-13.520278,-172.782582,-13.510512,-172.76655,-13.510512,-172.732371,-13.524184,-172.695139,-13.52516,-172.661204,-13.522068,-172.638987,-13.509373,-172.615346,-13.506443,-172.603993,-13.50449,-172.581858,-13.501397,-172.569203,-13.487888,-172.542226,-13.483982,-172.530629,-13.483982,-172.451853,-13.48089,-172.431467,-13.466974,-172.389231,-13.462823,-172.36616,-13.462986,-172.344431,-13.466892,-172.322377,-13.476495,-172.300771,-13.493585,-172.280507
