P,16777151,-12.194513,96.91391,-12.199965,96.902192,-12.195896,96.892345,-12.192804,96.889659,-12.187433,96.88852,-12.186782,96.900076,-12.182061,96.909028,-12.173517,96.914561,-12.161798,96.916189,-12.173517,96.921072,-12.184991,96.920177,-12.194513,96.91391
P,16777151,-12.182061,96.836192,-12.187188,96.847667,-12.181736,96.863129,-12.187921,96.869395,-12.197686,96.845225,-12.179946,96.830577,-12.150974,96.823416,-12.12656,96.821544,-12.12656,96.82838,-12.136326,96.82838,-12.144464,96.829845,-12.160577,96.835216,-12.171482,96.831309,-12.182061,96.836192
P,16777151,-10.469903,105.711436,-10.494236,105.706309,-10.514255,105.706309,-10.528985,105.697927,-10.553399,105.69988,-10.564874,105.694591,-10.566013,105.678722,-10.549086,105.673513,-10.533298,105.667247,-10.518487,105.664073,-10.513116,105.649262,-10.508966,105.628184,-10.510024,105.604991,-10.516371,105.584972,-10.504815,105.581798,-10.498468,105.592296,-10.480564,105.59962,-10.466729,105.594249,-10.454034,105.594249,-10.458429,105.607188,-10.468927,105.627126,-10.469903,105.654552,-10.456231,105.669281,-10.440362,105.685232,-10.430841,105.704112,-10.437188,105.714692,-10.450942,105.712657,-10.469903,105.711436
