P,16777151,17.126532,-61.77302,17.114163,-61.756418,17.123033,-61.755442,17.128892,-61.752756,17.141506,-61.743316,17.132961,-61.73762,17.127997,-61.729848,17.12637,-61.720082,17.127834,-61.708608,17.122545,-61.71349,17.118801,-61.716298,17.116116,-61.72053,17.114163,-61.729644,17.09984,-61.725087,17.093085,-61.714833,17.093451,-61.70165,17.100531,-61.6881,17.100531,-61.680653,17.095608,-61.675526,17.090644,-61.672109,17.079413,-61.667592,17.079901,-61.674387,17.078925,-61.68814,17.079413,-61.694936,17.068264,-61.685658,17.062934,-61.677073,17.057563,-61.67219,17.045885,-61.674428,17.028551,-61.685699,17.027818,-61.697011,17.034166,-61.70995,17.038479,-61.726226,17.034857,-61.733998,17.025784,-61.734364,17.001166,-61.729644,16.989244,-61.737131,16.996812,-61.753529,17.010972,-61.769765,17.018541,-61.776845,17.016913,-61.783599,17.00731,-61.804067,17.00495,-61.81786,17.004828,-61.838694,17.007636,-61.851715,17.026272,-61.883656,17.035386,-61.89037,17.049018,-61.883616,17.060452,-61.879221,17.070217,-61.882802,17.078803,-61.882436,17.086859,-61.8662,17.089545,-61.873362,17.100531,-61.894154,17.1105,-61.883127,17.117825,-61.865387,17.124416,-61.842356,17.137641,-61.850453,17.149482,-61.848785,17.159857,-61.83967,17.168769,-61.825266,17.164944,-61.793365,17.147162,-61.78067,17.126532,-61.77302
P,16777151,17.696357,-61.831451,17.69184,-61.818227,17.698798,-61.797271,17.696357,-61.784291,17.684638,-61.768178,17.668769,-61.754262,17.651353,-61.743276,17.634914,-61.735911,17.604967,-61.728749,17.588446,-61.727773,17.572821,-61.729644,17.554023,-61.736399,17.550605,-61.743276,17.5515,-61.75357,17.545559,-61.77066,17.563422,-61.776967,17.576117,-61.794749,17.593329,-61.838938,17.586575,-61.851796,17.600979,-61.857289,17.641791,-61.859364,17.660142,-61.863922,17.675482,-61.86974,17.691148,-61.87385,17.710639,-61.873036,17.707343,-61.869374,17.704088,-61.867828,17.696357,-61.8662,17.684231,-61.860097,17.665961,-61.844228,17.655422,-61.838938,17.641425,-61.839223,17.629584,-61.84317,17.620185,-61.84317,17.613837,-61.831451,17.632473,-61.826487,17.657945,-61.825022,17.680487,-61.831207,17.690131,-61.849192,17.701077,-61.856435,17.720282,-61.851674,17.727688,-61.837799,17.703192,-61.81786,17.699368,-61.824574,17.696357,-61.831451
