P,16777151,20.562161,-78.384185,20.554633,-78.367258,20.570217,-78.364491,20.573432,-78.355295,20.567328,-78.343577,20.554633,-78.333119,20.535102,-78.32608,20.521308,-78.328359,20.518012,-78.338979,20.530422,-78.357289,20.536526,-78.368967,20.540595,-78.38386,20.546454,-78.396596,20.573635,-78.409779,20.585639,-78.427846,20.602444,-78.46345,20.612942,-78.449208,20.609524,-78.433502,20.599107,-78.418935,20.588772,-78.408193,20.569973,-78.393422,20.562161,-78.384185
P,16777151,20.65766,-78.578481,20.648424,-78.578277,20.643622,-78.585683,20.64289,-78.593984,20.64525,-78.600982,20.650214,-78.606313,20.653632,-78.611724,20.657945,-78.613393,20.660712,-78.609039,20.658352,-78.604075,20.653998,-78.579945,20.657375,-78.580719,20.659003,-78.581288,20.661607,-78.581695,20.65766,-78.578481
P,16777151,20.653144,-78.631174,20.652289,-78.646474,20.658515,-78.656158,20.663804,-78.654693,20.664944,-78.651519,20.663275,-78.643625,20.65884,-78.62975,20.653144,-78.631174
P,16777151,20.729193,-78.478424,20.725979,-78.476471,20.731187,-78.465891,20.731757,-78.4558,20.725979,-78.436147,20.711615,-78.449127,20.701239,-78.495758,20.691148,-78.51183,20.699286,-78.527821,20.70425,-78.5454,20.712795,-78.533193,20.72016,-78.498362,20.732164,-78.483957,20.73017,-78.478586,20.729193,-78.478424
P,16777151,20.725979,-78.750844,20.712226,-78.768056,20.719916,-78.792348,20.737454,-78.814809,20.753241,-78.826568,20.757229,-78.807037,20.748969,-78.785959,20.725979,-78.750844
P,16777151,20.749823,-75.485707,20.737779,-75.482167,20.737942,-75.500844,20.746405,-75.534088,20.74901,-75.551829,20.756781,-75.567535,20.769517,-75.577748,20.787421,-75.578481,20.795803,-75.529164,20.794257,-75.517079,20.786566,-75.508168,20.761054,-75.493764,20.749823,-75.485707
P,16777151,20.820746,-78.926137,20.807847,-78.925852,20.809231,-78.876617,20.799547,-78.858551,20.773139,-78.847035,20.773139,-78.854482,20.784857,-78.87149,20.792629,-78.94164,20.814114,-78.964345,20.831366,-78.952138,20.839586,-78.94225,20.838935,-78.932729,20.831122,-78.92809,20.820746,-78.926137
P,16777151,20.844631,-78.982737,20.839057,-78.988881,20.845445,-78.991689,20.849189,-78.995107,20.855048,-79.01891,20.885972,-79.069203,20.897284,-79.079823,20.899156,-79.067047,20.898017,-79.048818,20.893744,-79.032297,20.886664,-79.025217,20.88227,-79.013539,20.879625,-78.98998,20.873521,-78.971181,20.858791,-78.973988,20.844631,-78.982737
P,16777151,21.008002,-79.182118,20.982652,-79.137685,20.947008,-79.098948,20.917711,-79.073598,20.91828,-79.078603,20.917711,-79.094065,20.912095,-79.091298,20.897284,-79.087229,20.910834,-79.11559,20.927069,-79.134511,20.964911,-79.169179,20.972357,-79.169179,20.966051,-79.151763,20.954657,-79.138905,20.941718,-79.127553,20.930813,-79.114573,20.950873,-79.127675,20.976793,-79.14981,20.997016,-79.175038,20.999701,-79.197092,20.992255,-79.197092,20.988715,-79.193756,20.986762,-79.19286,20.98428,-79.192209,20.979193,-79.189605,20.982408,-79.200999,20.987779,-79.210764,20.99551,-79.218658,21.005845,-79.224436,21.008002,-79.182118
P,16777151,21.113186,-79.331899,21.074774,-79.292633,21.068793,-79.308013,21.068305,-79.324778,21.072903,-79.340728,21.082221,-79.354115,21.081692,-79.347401,21.082221,-79.326812,21.093004,-79.331166,21.09984,-79.338531,21.101264,-79.346791,21.095893,-79.354115,21.113837,-79.380238,21.123236,-79.388905,21.12759,-79.35733,21.113186,-79.331899
