P,16777151,17.104641,-62.547597,17.100531,-62.565745,17.104153,-62.612172,17.140692,-62.626373,17.182807,-62.618642,17.202948,-62.599233,17.202541,-62.57844,17.196723,-62.560374,17.183783,-62.546498,17.161933,-62.538442,17.152899,-62.537262,17.129706,-62.536773,17.120998,-62.538442,17.108873,-62.543568,17.104641,-62.547597
P,16777151,17.333238,-62.695465,17.292222,-62.678131,17.273505,-62.66686,17.265611,-62.650461,17.258205,-62.63683,17.241848,-62.624827,17.225287,-62.624745,17.21719,-62.647043,17.225491,-62.659739,17.26317,-62.670481,17.27497,-62.690297,17.28913,-62.703359,17.292304,-62.712554,17.290595,-62.744049,17.292304,-62.756947,17.304674,-62.788726,17.330146,-62.831614,17.362291,-62.861073,17.394721,-62.853139,17.398139,-62.849233,17.39997,-62.846547,17.401068,-62.843577,17.402167,-62.838857,17.407172,-62.82665,17.410102,-62.822336,17.415839,-62.819569,17.358547,-62.71996,17.333238,-62.695465
