P,16777151,19.319946,-81.364045,19.302114,-81.349718,19.302251,-81.322438,19.309055,-81.303498,19.320624,-81.301259,19.334377,-81.293813,19.331366,-81.288075,19.327582,-81.273305,19.332099,-81.273427,19.335273,-81.274892,19.341783,-81.27953,19.334377,-81.273305,19.338568,-81.275217,19.341376,-81.277699,19.344062,-81.277984,19.348049,-81.273305,19.351874,-81.277903,19.356269,-81.280751,19.368476,-81.286285,19.366278,-81.268137,19.351549,-81.231557,19.348049,-81.211822,19.355048,-81.157786,19.354885,-81.136098,19.352769,-81.117543,19.347317,-81.099517,19.335395,-81.089508,19.309927,-81.086586,19.295317,-81.106677,19.290742,-81.1351,19.299563,-81.169504,19.296114,-81.193192,19.292672,-81.214509,19.289234,-81.233458,19.279097,-81.248821,19.266059,-81.266469,19.264838,-81.276357,19.27306,-81.341272,19.274094,-81.357882,19.272284,-81.375722,19.263864,-81.387486,19.274156,-81.397939,19.289562,-81.395925,19.296296,-81.3924,19.307506,-81.388899,19.324311,-81.385426,19.338858,-81.385503,19.35226,-81.390326,19.36337,-81.405818,19.370028,-81.416542,19.382349,-81.414238,19.390212,-81.408346,19.394761,-81.394124,19.388983,-81.375722,19.375817,-81.378585,19.359083,-81.368999,19.340104,-81.36059,19.319946,-81.364045
P,16777151,19.704901,-79.964263,19.703192,-79.96817,19.697455,-79.977935,19.69027,-80.003918,19.65402,-80.077968,19.65866,-80.113155,19.676857,-80.098553,19.685929,-80.081543,19.700682,-80.062088,19.704035,-80.03783,19.703951,-80.008736,19.714301,-79.981028,19.704901,-79.964263
P,16777151,19.690917,-79.855001,19.679673,-79.893754,19.704636,-79.871889,19.732827,-79.802837,19.752036,-79.768899,19.757631,-79.7459,19.752102,-79.731516,19.737063,-79.726643,19.713364,-79.773893,19.690917,-79.855001
